Ti,Ni,Cu,Hf,Co,Zr,Pd,Ta,Nb,Al,热加工温度/℃,热加工率/%,一级处理温度/℃,一级处理时间/min,冷却方式,冷加工温度/℃,冷加工率/%,二级处理温度/℃,二级处理时间/min,冷却方式,应力 /Mpa,Ms/℃,Mp,Mf,As,Ap,Af,hysteresis,method,总应变,应变回复率,workout J/cm3,ref,label,备注,,,,
28.8,51.2,,20,,,,,,,,,900,180,WQ,,,550,180,WQ,1200,159.102,,,,,,36.5714,1,1.67157,100,20.05884,48-2018,TiNiHf,,,,,
28.8,51.2,,20,,,,,,,,,900,180,WQ,,,550,180,WQ,1500,173.282,,,,,,44,1,1.76555,100,26.48325,48-2018,TiNiHf,,,,,
28.8,51.2,,20,,,,,,,,,900,180,WQ,,,650,180,WQ,100,124.218,,,,,,33.4286,1,0.227736,100,0.227736,48-2018,TiNiHf,,,,,
28.8,51.2,,20,,,,,,,,,900,180,WQ,,,650,180,WQ,300,131.02,,,,,,39.1429,1,0.838275,100,2.514825,48-2018,TiNiHf,,,,,
28.8,51.2,,20,,,,,,,,,900,180,WQ,,,650,180,WQ,500,143.946,,,,,,42,1,1.2207,100,6.1035,48-2018,TiNiHf,,,,,
28.8,51.2,,20,,,,,,,,,900,180,WQ,,,650,180,WQ,700,160.272,,,,,,54,1,1.35576,100,9.49032,48-2018,TiNiHf,,,,,
28.8,51.2,,20,,,,,,,,,900,180,WQ,,,650,180,WQ,1000,175.238,,,,,,79.7143,1,1.30012,100,13.0012,48-2018,TiNiHf,,,,,
29.7,45.3,5,20,,,,,,,900,89,,,,,,,,,100,111.055,,,,,,30.9712,1,0.495534,100,0.495534,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,,,,,,,,,200,115.454,,,,,,39.0145,1,1.00421,100,2.00842,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,,,,,,,,,300,122.917,,,,,,46.2278,1,1.593008,93.43016482,4.46505,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,,,,,,,,,400,124.26,,,,,,56.3416,1,2.175556,85.71280169,7.45892,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,,,,,,,,,500,131.716,,,,,,66.4563,1,2.089181,81.2064632,8.48275,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,400,180,WQ,,,,,,100,116.392,,,,,,27.6566,1,0.6180149,97.1135162,0.600176,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,400,180,WQ,,,,,,300,125.191,,,,,,41.6711,1,1.620028,92.44037757,4.49268,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,400,180,WQ,,,,,,500,137.584,,,,,,59.2058,1,2.405367,82.93827927,9.97485,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,400,180,WQ,,,,,,700,150.057,,,,,,83.3697,1,2.732898,77.69298378,14.86289,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,180,WQ,,,,,,100,133.976,,,,,,36.1487,1,0.39385203,98.47911664,0.387862,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,180,WQ,,,,,,200,136.453,,,,,,41.2926,1,0.7348502,97.71324822,1.436092,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,180,WQ,,,,,,300,135.165,,,,,,47.8846,1,1.252377,87.88328115,3.30189,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,180,WQ,,,,,,400,142.454,,,,,,51.5788,1,1.746235,88.63927249,6.1914,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,180,WQ,,,,,,500,150.616,,,,,,57.1348,1,1.89769,90.53744289,8.5906,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,1440,WQ,,,,,,100,162.235,,,,,,41.3263,1,0.507967169,99.97417774,0.507836,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,1440,WQ,,,,,,300,164.825,,,,,,49.5414,1,1.35680796,99.26312637,4.04043,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,1440,WQ,,,,,,400,170.445,,,,,,53.8564,1,1.814601,94.28629214,6.84368,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,1440,WQ,,,,,,500,180.103,,,,,,59.8271,1,1.989773,94.54244278,9.4059,210-2015,TiNiHfCu,,,,,
29.7,45.3,5,20,,,,,,,900,89,550,1440,WQ,,,,,,700,183.916,,,,,,65.5,1,2.321933,78.58796959,12.77332,210-2015,TiNiHfCu,,,,,
29.7,50.3,,15,,5,,,,,,,1000,60,WQ,,,,,,50,134.958,,,,,,,2,0.262087,100,0.1310435,272-2021,TiNiHfZr,,,,,
29.7,50.3,,15,,5,,,,,,,1000,60,WQ,,,,,,100,136.362,,,,,,,2,0.673451,100,0.673451,272-2021,TiNiHfZr,,,,,
29.7,50.3,,15,,5,,,,,,,1000,60,WQ,,,,,,150,134.116,,,,,,,2,1.10872,100,1.66308,272-2021,TiNiHfZr,,,,,
29.7,50.3,,15,,5,,,,,,,1000,60,WQ,,,,,,200,138.157,,,,,,,2,1.52788,100,3.05576,272-2021,TiNiHfZr,,,,,
29.7,50.3,,15,,5,,,,,,,1000,60,WQ,,,,,,300,143.227,,,,,,,2,2.33451,100,7.00353,272-2021,TiNiHfZr,,,,,
30,50,,15,,5,,,,,,,1000,60,WQ,,,,,,50,200.842,,,,,,,2,0.437547,100,0.2187735,272-2021,TiNiHfZr,,,,,
30,50,,15,,5,,,,,,,1000,60,WQ,,,,,,100,200.789,,,,,,,2,0.992663,100,0.992663,272-2021,TiNiHfZr,,,,,
30,50,,15,,5,,,,,,,1000,60,WQ,,,,,,150,204.895,,,,,,,2,1.54732,100,2.32098,272-2021,TiNiHfZr,,,,,
30,50,,15,,5,,,,,,,1000,60,WQ,,,,,,200,209.632,,,,,,,2,2.18993,100,4.37986,272-2021,TiNiHfZr,,,,,
30,50,,15,,5,,,,,,,1000,60,WQ,,,,,,300,212.474,,,,,,,2,4.81493,100,14.44479,272-2021,TiNiHfZr,,,,,
30.5,49.5,,15,,5,,,,,,,1000,60,WQ,,,,,,50,283.448,,,,,,,2,0.501437,100,0.2507185,272-2021,TiNiHfZr,,,,,
30.5,49.5,,15,,5,,,,,,,1000,60,WQ,,,,,,100,285.715,,,,,,,2,0.912627,100,0.912627,272-2021,TiNiHfZr,,,,,
30.5,49.5,,15,,5,,,,,,,1000,60,WQ,,,,,,150,292.439,,,,,,,2,1.34798,100,2.02197,272-2021,TiNiHfZr,,,,,
30.5,49.5,,15,,5,,,,,,,1000,60,WQ,,,,,,200,296.252,,,,,,,2,1.83093,100,3.66186,272-2021,TiNiHfZr,,,,,
30.5,49.5,,15,,5,,,,,,,1000,60,WQ,,,,,,300,298.655,,,,,,,2,2.90079,100,8.70237,272-2021,TiNiHfZr,,,,,
31.5,48.5,,15,,5,,,,,,,1000,60,WQ,,,,,,50,282.856,,,,,,,2,0.318067,100,0.1590335,272-2021,TiNiHfZr,,,,,
31.5,48.5,,15,,5,,,,,,,1000,60,WQ,,,,,,100,287.238,,,,,,,2,0.681318,100,0.681318,272-2021,TiNiHfZr,,,,,
31.5,48.5,,15,,5,,,,,,,1000,60,WQ,,,,,,150,290.859,,,,,,,2,0.95712,100,1.43568,272-2021,TiNiHfZr,,,,,
31.5,48.5,,15,,5,,,,,,,1000,60,WQ,,,,,,200,296.305,,,,,,,2,1.31266,100,2.62532,272-2021,TiNiHfZr,,,,,
31.5,48.5,,15,,5,,,,,,,1000,60,WQ,,,,,,300,301.7,,,,,,,2,2.02351,100,6.07053,272-2021,TiNiHfZr,,,,,
33,47,,15,,5,,,,,,,1000,60,WQ,,,,,,50,282.836,,,,,,,2,0.293859,100,0.1469295,272-2021,TiNiHfZr,,,,,
33,47,,15,,5,,,,,,,1000,60,WQ,,,,,,100,287.313,,,,,,,2,0.513812,100,0.513812,272-2021,TiNiHfZr,,,,,
33,47,,15,,5,,,,,,,1000,60,WQ,,,,,,150,289.179,,,,,,,2,0.725854,100,1.088781,272-2021,TiNiHfZr,,,,,
33,47,,15,,5,,,,,,,1000,60,WQ,,,,,,200,296.642,,,,,,,2,0.953631,100,1.907262,272-2021,TiNiHfZr,,,,,
33,47,,15,,5,,,,,,,1000,60,WQ,,,,,,300,300.373,,,,,,,2,1.41738,100,4.25214,272-2021,TiNiHfZr,,,,,
36,44,,15,,5,,,,,,,1000,60,WQ,,,,,,50,296.169,,,,,,,2,0.214386,100,0.107193,272-2021,TiNiHfZr,,,,,
36,44,,15,,5,,,,,,,1000,60,WQ,,,,,,100,298.085,,,,,,,2,0.274722,100,0.274722,272-2021,TiNiHfZr,,,,,
36,44,,15,,5,,,,,,,1000,60,WQ,,,,,,150,301.034,,,,,,,2,0.36696,100,0.55044,272-2021,TiNiHfZr,,,,,
36,44,,15,,5,,,,,,,1000,60,WQ,,,,,,200,305.323,,,,,,,2,0.443203,100,0.886406,272-2021,TiNiHfZr,,,,,
36,44,,15,,5,,,,,,,1000,60,WQ,,,,,,300,307.537,,,,,,,2,0.667426,100,2.002278,272-2021,TiNiHfZr,,,,,
31.5,48.5,,5,,15,,,,,,,1000,60,WQ,,,,,,50,252.634,,,,,,,2,0.310116,100,0.155058,272-2021,TiNiHfZr,,,,,
31.5,48.5,,5,,15,,,,,,,1000,60,WQ,,,,,,100,257.23,,,,,,,2,0.586246,100,0.586246,272-2021,TiNiHfZr,,,,,
31.5,48.5,,5,,15,,,,,,,1000,60,WQ,,,,,,150,261.216,,,,,,,2,0.811448,100,1.217172,272-2021,TiNiHfZr,,,,,
31.5,48.5,,5,,15,,,,,,,1000,60,WQ,,,,,,200,267.123,,,,,,,2,1.04226,100,2.08452,272-2021,TiNiHfZr,,,,,
31.5,48.5,,5,,15,,,,,,,1000,60,WQ,,,,,,300,271.142,,,,,,,2,1.5097,100,4.5291,272-2021,TiNiHfZr,,,,,
31.5,48.5,,7.5,,12.5,,,,,,,1000,60,WQ,,,,,,50,261.829,,,,,,,2,0.242168,100,0.121084,272-2021,TiNiHfZr,,,,,
31.5,48.5,,7.5,,12.5,,,,,,,1000,60,WQ,,,,,,100,270.363,,,,,,,2,0.495617,100,0.495617,272-2021,TiNiHfZr,,,,,
31.5,48.5,,7.5,,12.5,,,,,,,1000,60,WQ,,,,,,150,274.893,,,,,,,2,0.732251,100,1.0983765,272-2021,TiNiHfZr,,,,,
31.5,48.5,,7.5,,12.5,,,,,,,1000,60,WQ,,,,,,200,269.083,,,,,,,2,1.04515,100,2.0903,272-2021,TiNiHfZr,,,,,
31.5,48.5,,7.5,,12.5,,,,,,,1000,60,WQ,,,,,,300,274.208,,,,,,,2,1.6286,100,4.8858,272-2021,TiNiHfZr,,,,,
31.5,48.5,,10,,10,,,,,,,1000,60,WQ,,,,,,50,267.447,,,,,,,2,0.445988,100,0.222994,272-2021,TiNiHfZr,,,,,
31.5,48.5,,10,,10,,,,,,,1000,60,WQ,,,,,,100,270.991,,,,,,,2,0.656984,100,0.656984,272-2021,TiNiHfZr,,,,,
31.5,48.5,,10,,10,,,,,,,1000,60,WQ,,,,,,150,274.653,,,,,,,2,1.01524,100,1.52286,272-2021,TiNiHfZr,,,,,
31.5,48.5,,10,,10,,,,,,,1000,60,WQ,,,,,,200,279.29,,,,,,,2,1.39599,100,2.79198,272-2021,TiNiHfZr,,,,,
31.5,48.5,,10,,10,,,,,,,1000,60,WQ,,,,,,300,287.399,,,,,,,2,2.03328,100,6.09984,272-2021,TiNiHfZr,,,,,
31.5,48.5,,12.5,,7.5,,,,,,,1000,60,WQ,,,,,,50,274.099,,,,,,,2,0.397907,100,0.1989535,272-2021,TiNiHfZr,,,,,
31.5,48.5,,12.5,,7.5,,,,,,,1000,60,WQ,,,,,,100,276.983,,,,,,,2,0.679697,100,0.679697,272-2021,TiNiHfZr,,,,,
31.5,48.5,,12.5,,7.5,,,,,,,1000,60,WQ,,,,,,150,278.325,,,,,,,2,0.930316,100,1.395474,272-2021,TiNiHfZr,,,,,
31.5,48.5,,12.5,,7.5,,,,,,,1000,60,WQ,,,,,,200,287.228,,,,,,,2,1.26306,100,2.52612,272-2021,TiNiHfZr,,,,,
31.5,48.5,,12.5,,7.5,,,,,,,1000,60,WQ,,,,,,300,288.719,,,,,,,2,1.95973,100,5.87919,272-2021,TiNiHfZr,,,,,
45.2,44.8,5,5,,,,,,,,,,,,,,,,,100,36.3142,,,,,,64.3253,0,4.74897,100,4.74897,273-2021,TiNiHfCu,,,,,
45.2,44.8,5,5,,,,,,,,,,,,,,,,,200,46.3033,,,,,,79.4745,0,6.9331,87.01619766,12.06584,273-2021,TiNiHfCu,,,,,
45.2,44.8,5,5,,,,,,,,,,,,,,,,,300,66.9715,,,,,,79.0821,0,7.66287,81.30700377,18.69135,273-2021,TiNiHfCu,,,,,
45.2,44.8,5,5,,,,,,,,,,,,,,,,,400,76.5306,,,,,,80.7488,0,8.54644,62.21151731,21.26748,273-2021,TiNiHfCu,,,,,
40.2,44.8,5,5,,5,,,,,,,,,,,,,,,100,-18.5369,,,,,,69.476,0,0.658436,100,0.658436,273-2021,TiNiHfZrCu,,,,,
40.2,44.8,5,5,,5,,,,,,,,,,,,,,,200,-16.9913,,,,,,92.678,0,2.04938,100,4.09876,273-2021,TiNiHfZrCu,,,,,
40.2,44.8,5,5,,5,,,,,,,,,,,,,,,300,4.09038,,,,,,92.8466,0,3.90453407,99.91537864,11.70369,273-2021,TiNiHfZrCu,,,,,
40.2,44.8,5,5,,5,,,,,,,,,,,,,,,400,3.08272,,,,,,120.075,0,4.601353,88.00411531,16.19752,273-2021,TiNiHfZrCu,,,,,
40.2,44.8,5,5,,5,,,,,,,,,,,,,,,500,12.85,,,,,,130.543,0,5.792608,86.24578083,24.9794,273-2021,TiNiHfZrCu,,,,,
50.5,34.5,,,,,15,,,,900,88,400,60,FC,,,,,,100,80.1829,,,,,,13.611,0,2.703276,93.91604853,2.53881,274-2010,TiNiPd,,,,,
50.5,34.5,,,,,15,,,,900,88,400,60,FC,,,,,,200,99.0454,,,,,,13.61,0,3.23468,93.01291009,6.01734,274-2010,TiNiPd,,,,,
50.5,34.5,,,,,15,,,,900,88,400,60,FC,,,,,,300,121.089,,,,,,14.461,0,3.319417,91.29012715,9.0909,274-2010,TiNiPd,,,,,
50.5,29.5,,,,,20,,,,900,88,400,60,FC,,,,,,100,141.17,,,,,,11.059,0,2.222768,88.62058478,1.96983,274-2010,TiNiPd,,,,,
50.5,29.5,,,,,20,,,,900,88,400,60,FC,,,,,,200,160.046,,,,,,9.357,0,3.068834,90.17203277,5.53446,274-2010,TiNiPd,,,,,
50.5,29.5,,,,,20,,,,900,88,400,60,FC,,,,,,300,177.438,,,,,,14.462,0,3.21492,88.35460913,8.52159,274-2010,TiNiPd,,,,,
50.5,24.5,,,,,25,,,,900,88,400,60,FC,,,,,,100,193.61,,,,,,14.462,0,2.018968,84.76211609,1.71132,274-2010,TiNiPd,,,,,
50.5,24.5,,,,,25,,,,900,88,400,60,FC,,,,,,200,214.966,,,,,,11.91,0,2.874053,87.88286089,5.0516,274-2010,TiNiPd,,,,,
50.5,24.5,,,,,25,,,,900,88,400,60,FC,,,,,,300,231.746,,,,,,17.863,0,3.070723,85.76416694,7.90074,274-2010,TiNiPd,,,,,
50.5,24.5,,,,,25,,,,900,88,400,60,FC,,,,,,400,242.424,,,,,,18.715,0,2.718585,83.07814543,9.0342,274-2010,TiNiPd,,,,,
50.5,19.5,,,,,30,,,,900,88,400,60,FC,,,,,,100,248.978,,,,,,19.56,0,1.953373,80.54426881,1.57333,274-2010,TiNiPd,,,,,
50.5,19.5,,,,,30,,,,900,88,400,60,FC,,,,,,200,266.058,,,,,,17.86,0,2.763245,84.54516339,4.67238,274-2010,TiNiPd,,,,,
50.5,19.5,,,,,30,,,,900,88,400,60,FC,,,,,,300,281.672,,,,,,17.87,0,2.935383,83.84834279,7.38381,274-2010,TiNiPd,,,,,
50.5,19.5,,,,,30,,,,900,88,400,60,FC,,,,,,400,300.389,,,,,,19.56,0,2.562457,81.41756135,8.34516,274-2010,TiNiPd,,,,,
50,33.5,12.5,,,,4,,,,,,950,120,WQ,,,,,,20,27.5312,,,,,,26.8912,0,0.11,100,0.022,275-2018,TiNiPdCu,,,,,
50,33.5,12.5,,,,4,,,,,,950,120,WQ,,,,,,30,28.5714,,,,,,19.8879,0,0.5,100,0.15,275-2018,TiNiPdCu,,,,,
50,33.5,12.5,,,,4,,,,,,950,120,WQ,,,,,,40,29.9584,,,,,,14.8316,0,0.9,100,0.36,275-2018,TiNiPdCu,,,,,
50,33.5,12.5,,,,4,,,,,,950,120,WQ,,,,,,50,31.5187,,,,,,14.1273,0,1.3,100,0.65,275-2018,TiNiPdCu,,,,,
50,33.5,12.5,,,,4,,,,,,950,120,WQ,,,,,,60,32.3856,,,,,,14.6804,0,1.8,100,1.08,275-2018,TiNiPdCu,,,,,
50,33.5,12.5,,,,4,,,,,,950,120,WQ,,,,,,70,33.9459,,,,,,15.9227,0,1.9,100,1.33,275-2018,TiNiPdCu,,,,,
50,33.5,12.5,,,,4,,,,,,950,120,WQ,,,,,,80,34.466,,,,,,14.6446,0,2.3,100,1.84,275-2018,TiNiPdCu,,,,,
50,20,5,,,,25,,,,,,950,120,WQ,25,40,500,60,WQ,100,114.215,,,,,,51.902,0,0.5913955,86.08300198,0.509091,276-2014,TiNiPdCu,,105.882,0.0823045,0.6737,87.78321211
50,20,5,,,,25,,,,,,950,120,WQ,25,40,500,60,WQ,200,125.047,,,,,,51.903,0,1.4078554,92.98469147,2.61818,276-2014,TiNiPdCu,,200.905,0.0987654,1.5066208,93.44457477
50,20,5,,,,25,,,,,,950,120,WQ,25,40,500,60,WQ,300,140.131,,,,,,51.886,0,1.836436,93.72556408,5.16363,276-2014,TiNiPdCu,,298.643,0.115226,1.951662,94.09600638
50,20,5,,,,25,,,,,,950,120,WQ,25,40,500,60,WQ,400,157.346,,,,,,56.604,0,2.265017,94.18604805,8.53332,276-2014,TiNiPdCu,,404.525,0.131687,2.396704,94.50549588
50,20,5,,,,25,,,,,,950,120,WQ,25,40,500,60,WQ,500,172.421,,,,,,58.947,0,2.491879,93.39418166,11.63635,276-2014,TiNiPdCu,,502.262,0.164609,2.656488,93.8035105
50,20,5,,,,25,,,,,,950,120,WQ,25,40,500,60,WQ,600,185.384,,,,,,63.664,0,2.845347,82.64440154,14.10912,276-2014,TiNiPdCu,,602.715,0.493827,3.339174,85.21110311
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,60,WQ,100,177.842,,,,,,42.47,0,0.2511038,86.88916695,0.218182,276-2014,TiNiPdCu,,103.167,0.0329218,0.2840256,88.40886174
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,60,WQ,200,190.805,,,,,,58.97,0,0.7766557,93.64162266,1.454546,276-2014,TiNiPdCu,,198.19,0.0493827,0.8260384,94.02174281
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,60,WQ,300,197.404,,,,,,58.96,0,1.1567536,94.30789755,3.27273,276-2014,TiNiPdCu,,304.072,0.0658436,1.2225972,94.61444865
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,60,WQ,400,214.609,,,,,,56.62,0,1.5446336,95.7372674,5.91516,276-2014,TiNiPdCu,,401.81,0.0658436,1.6104772,95.91154721
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,60,WQ,500,227.582,,,,,,63.67,0,1.904075,85.30336253,8.1212,276-2014,TiNiPdCu,,502.262,0.279835,2.18391,87.1865141
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,60,WQ,600,251.151,,,,,,68.4,0,2.01062,81.98864032,9.89088,276-2014,TiNiPdCu,,602.715,0.36214,2.37276,84.73760515
50,10,5,,,,35,,,,,,950,120,WQ,25,40,500,60,WQ,100,254.215,,,,,,23.584,0,0.3654324,72.97300404,0.266667,276-2014,TiNiPdCu,,97.7376,0.0987654,0.4641978,78.72342351
50,10,5,,,,35,,,,,,950,120,WQ,25,40,500,60,WQ,200,260.805,,,,,,35.408,0,0.5749346,88.54763655,1.018182,276-2014,TiNiPdCu,,203.62,0.0658436,0.6407782,89.72443195
50,10,5,,,,35,,,,,,950,120,WQ,25,40,500,60,WQ,300,271.656,,,,,,37.751,0,0.8173586,91.94434365,2.254545,276-2014,TiNiPdCu,,295.928,0.0658436,0.8832022,92.54490082
50,10,5,,,,35,,,,,,950,120,WQ,25,40,500,60,WQ,400,282.488,,,,,,40.11,0,1.052899,87.49291243,3.684848,276-2014,TiNiPdCu,,396.38,0.131687,1.184586,88.88328918
50,10,5,,,,35,,,,,,950,120,WQ,25,40,500,60,WQ,500,293.339,,,,,,51.872,0,1.246837,89.43831471,5.57575,276-2014,TiNiPdCu,,499.548,0.131687,1.378524,90.44724648
50,10,5,,,,35,,,,,,950,120,WQ,25,40,500,60,WQ,600,308.433,,,,,,47.185,0,1.483274,83.3534465,7.41816,276-2014,TiNiPdCu,,602.715,0.246914,1.730188,85.72906528
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,30,WQ,100,198.845,,,,,,46.116,0,1.2380246,92.3131899,1.14286,276-2014,TiNiPdCu,,100,0.0951646,1.3331892,92.86188337
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,30,WQ,200,210.981,,,,,,46.117,0,2.253297,93.72044608,4.2236,276-2014,TiNiPdCu,,197.297,0.141497,2.394794,94.09147509
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,30,WQ,300,223.117,,,,,,48.543,0,2.780055,93.83627302,7.8261,276-2014,TiNiPdCu,,300,0.171355,2.95141,94.19413094
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,30,WQ,400,237.68,,,,,,53.398,0,3.116004,92.48993262,11.52796,276-2014,TiNiPdCu,,397.297,0.234014,3.350018,93.014545
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,30,WQ,500,254.67,,,,,,55.825,0,2.351004,88.22788633,10.34,276-2014,TiNiPdCu,,500,0.394484,3.745488,89.46775427
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,30,WQ,600,274.087,,,,,,65.534,0,2.452561,82.03475623,11.76,276-2014,TiNiPdCu,,602.703,0.620261,4.072822,84.77073145
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,10,WQ,100,218.1,,,,,,41.26,0,0.7001031,88.71807595,0.621118,276-2014,TiNiPdCu,,94.5946,0.0789851,0.7790882,89.8618539
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,10,WQ,200,225.107,,,,,,46.12,0,1.474667,89.29270134,2.63354,276-2014,TiNiPdCu,,194.595,0.157897,1.632564,90.32828116
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,10,WQ,300,239.298,,,,,,48.55,0,2.050321,88.45736838,5.44098,276-2014,TiNiPdCu,,300,0.236661,2.286982,89.65182061
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,10,WQ,400,253.472,,,,,,50.97,0,2.550966,85.70635595,8.74536,276-2014,TiNiPdCu,,397.297,0.364626,2.915592,87.49392919
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,10,WQ,500,265.22,,,,,,58.25,0,2.876823,81.17982928,11.677,276-2014,TiNiPdCu,,500,0.541423,3.418246,84.16079475
50,15,5,,,,30,,,,,,950,120,WQ,25,40,500,10,WQ,600,279.346,,,,,,60.27,0,3.053057,74.86627338,13.71426,276-2014,TiNiPdCu,,597.297,0.767347,3.820404,79.91450642
